cijena,stanje,lokacija,broj_kvadrata,sprat,namjesten,broj_soba,grijanje
269000,0,Stari Grad,96,4,0,3,1
269000,0,Opcina Centar,98,4,0,3,1
270000,0,Stari Grad,96,4,0,4,1
270000,0,Stari Grad,96,4,0,4,1
270000,0,Opcina Centar,98,4,0,3,1
279000,0,Stari Grad,96,4,0,4,1
280000,0,Opcina Centar,75,4,0,3,1
288000,0,Stari Grad,95,4,0,3,1
290000,0,Opcina Centar,116,4,0,4,1
652000,1,Opcina Centar,163,4,0,4,1
799000,0,Novo Sarajevo,168,4,0,3,1
69000,0,Ilidza,39,4,0,1,2
74000,1,Vogosca,43,4,0,2,2
88000,0,Novi Grad,47,4,0,1.5,2
91000,0,Novi Grad,56,4,0,2,2
91000,0,Novi Grad,39,4,0,1,2
95000,0,Hadzici,77,4,0,3,2
96000,0,Ilidza,52,4,0,2,2
105000,0,Novi Grad,69,4,0,3,2
105000,0,Novi Grad,69,4,0,3,2
109000,0,Ilidza,48,4,0,2,2
110000,0,Ilidza,45,4,0,2,2
110000,0,Novo Sarajevo,57,4,0,2,2
110000,0,Novi Grad,60,4,0,2,2
113000,0,Novi Grad,54,4,0,2,2
115000,0,Novi Grad,50,4,0,2,2
116000,0,Novo Sarajevo,54,4,0,2,2
116000,0,Novo Sarajevo,54,4,0,2,2
116000,0,Novo Sarajevo,54,4,0,2,2
116000,0,Novo Sarajevo,54,4,0,2,2
118000,0,Ilidza,51,4,0,2,2
119000,0,Opcina Centar,56,4,0,2,2
119000,0,Ilidza,63,4,0,2,2
124000,0,Novo Sarajevo,54,4,0,2,2
124000,0,Novo Sarajevo,54,4,0,2,2
124200,0,Novo Sarajevo,54,4,0,2,2
124200,0,Novo Sarajevo,54,4,0,2,2
125000,0,Ilidza,61,4,0,2,2
127000,0,Novi Grad,78,4,0,4,2
130000,0,Novo Sarajevo,58,4,0,3,2
149900,0,Novo Sarajevo,80,4,0,3,2
155000,0,Novo Sarajevo,74,4,0,3,2
155000,0,Novi Grad,74,4,0,3,2
155000,0,Novo Sarajevo,58,4,0,2,2
155000,0,Novo Sarajevo,58,4,0,2,2
155000,0,Novo Sarajevo,58,4,0,2,2
164900,0,Novo Sarajevo,66,4,0,3,2
180000,0,Novo Sarajevo,69,4,0,3,2
209000,0,Opcina Centar,70,4,0,3,2
215000,0,Opcina Centar,72,4,0,3,2
239000,0,Novo Sarajevo,81,4,0,4,2
370000,0,Opcina Centar,128,4,0,4,2
384000,0,Opcina Centar,128,4,0,4,2
390000,0,Opcina Centar,130,4,0,4,2
420000,0,Opcina Centar,125,4,0,5,2
420000,0,Opcina Centar,125,4,0,5,2
450000,0,Opcina Centar,125,4,0,5,2
480000,0,Opcina Centar,160,4,0,4,2
75000,0,Ilidza,40,4,0,1,3
83000,1,Ilidza,37,4,0,0,3
111000,0,Ilidza,88,4,0,3,3
116000,0,Novo Sarajevo,54,4,0,2,3
118000,0,Ilidza,51,4,0,2,3
118000,0,Ilidza,51,4,0,2,3
118000,1,Ilidza,54,4,0,2,3
118000,0,Ilidza,54,4,0,2,3
118750,0,Ilidza,52,4,0,2,3
119000,0,Ilidza,51,4,0,2,3
120000,1,Novi Grad,51,4,0,2,3
152068,1,Ilidza,71,4,0,3,3
103000,0,Novi Grad,72,4,0,3,4
103000,0,Novi Grad,72,4,0,3,4
113900,0,Ilidza,92,4,0,4,4
119000,0,Stari Grad,45,4,0,2,4
165000,0,Opcina Centar,56,4,0,2,4
165000,1,Opcina Centar,56,4,0,2,4
165000,0,Opcina Centar,56,4,0,2,4
165000,0,Opcina Centar,57,4,0,2,4
165000,0,Opcina Centar,57,4,0,2,4
165000,0,Opcina Centar,57,4,0,2,4
165000,0,Opcina Centar,57,4,0,2,4
165000,0,Stari Grad,70,4,0,2,4
165300,0,Novo Sarajevo,87,4,0,4,4
205000,0,Opcina Centar,57,4,0,3,4
450000,0,Stari Grad,150,4,0,4,5
83000,1,Vogosca,44,5,0,1,1
95000,0,Novo Sarajevo,46,5,0,2,1
114000,0,Novi Grad,57,5,0,3,1
129000,0,Ilidza,60,5,0,2,1
140000,0,Opcina Centar,63,5,0,2,1
150000,0,Opcina Centar,62,5,0,3,1
162776,1,Ilidza,75,5,0,3,1
165000,0,Opcina Centar,73,5,0,3,1
169000,0,Novo Sarajevo,85,5,0,3,1
170000,0,Novo Sarajevo,110,5,0,4,1
175000,0,Stari Grad,69,5,0,3,1
175000,0,Novo Sarajevo,70,5,0,3,1
255000,0,Opcina Centar,84,5,0,2,1
260000,0,Opcina Centar,141,5,0,4,1
269000,0,Opcina Centar,112,5,0,4,1
288500,0,Stari Grad,87,5,0,3,1
300000,0,Opcina Centar,90,5,0,3,1
320000,0,Opcina Centar,89,5,0,4,1
336000,0,Novo Sarajevo,112,5,0,3,1
340000,0,Opcina Centar,143,5,0,3,1
75000,0,Novo Sarajevo,34,5,0,1,2
76500,1,Vogosca,45,5,0,2,2
78000,0,Novo Sarajevo,34,5,0,1,2
93000,0,Novo Sarajevo,40,5,0,1,2
93500,0,Novi Grad,47,5,0,1.5,2
98500,0,Novi Grad,55,5,0,2,2
99000,0,Novi Grad,55,5,0,2,2
99500,0,Novi Grad,55,5,0,2,2
110000,0,Novi Grad,101,5,0,4,2
110000,0,Ilidza,47,5,0,2,2
120000,0,Novi Grad,109,5,0,4,2
129000,0,Novi Grad,69,5,0,3,2
129000,0,Novi Grad,56,5,0,2,2
129900,0,Novo Sarajevo,65,5,0,3,2
130000,0,Novi Grad,55,5,0,2,2
139900,0,Opcina Centar,44,5,0,2,2
139900,0,Opcina Centar,44,5,0,2,2
147000,0,Novo Sarajevo,71,5,0,3,2
167500,0,Novo Sarajevo,67,5,0,3,2
169000,0,Novo Sarajevo,83,5,0,3,2
172500,0,Novo Sarajevo,67,5,0,2,2
176000,0,Opcina Centar,51,5,0,2,2
179000,0,Opcina Centar,51,5,0,2,2
240000,0,Novo Sarajevo,112,5,0,5,2
243000,0,Opcina Centar,108,5,0,4,2
320000,0,Opcina Centar,88,5,0,4,2
390000,0,Opcina Centar,103,5,0,4,2
402000,0,Opcina Centar,103,5,0,4,2
64000,0,Ilidza,27,5,0,0,3
86000,0,Novi Grad,43,5,0,1.5,3
89900,1,Ilidza,35,5,0,2,3
89900,1,Ilidza,35,5,0,1.5,3
91000,0,Ilidza,35,5,0,1.5,3
100000,0,Novi Grad,52,5,0,2,3
103950,1,Ilidza,49,5,0,2,3
116167,1,Ilidza,57,5,0,2,3
124000,0,Ilidza,62,5,0,2,3
124000,1,Ilidza,62,5,0,2,3
131177,1,Ilidza,82,5,0,3,3
131353,1,Ilidza,68,5,0,2,3
134160,0,Ilidza,57,5,0,2,3
134279,1,Ilidza,57,5,0,2,3
175686,1,Ilidza,76,5,0,3,3
15206850,1,Novi Grad,71,5,0,3,3
77000,0,Novi Grad,71,5,0,3,4
95000,0,Novi Grad,97,5,0,4,4
98000,0,Novi Grad,89,5,0,4,4
99900,0,Novi Grad,89,5,0,4,4
100000,0,Novi Grad,89,5,0,3,4
150000,0,Opcina Centar,62,5,0,3,4
166354,1,Novo Sarajevo,85,5,0,4,4
110000,0,Novi Grad,90,5,0,4,5
75000,0,Vogosca,54,6,0,1.5,1
75000,1,Ilidza,34,6,0,0,1
89000,0,Novo Sarajevo,33,6,0,1.5,1
99000,0,Novi Grad,55,6,0,2,1
110000,0,Novo Sarajevo,36,6,0,3,1
115000,0,Ilidza,75,6,0,3,1
115000,0,Ilidza,75,6,0,3,1
118500,0,Ilidza,75,6,0,3,1
126000,1,Vogosca,65,6,0,3,1
163500,0,Ilidza,78,6,0,3,1
165000,0,Ilidza,78,6,0,3,1
177600,0,Novi Grad,111,6,0,3,1
211000,0,Opcina Centar,141,6,0,5,1
226000,0,Ilidza,78,6,0,3,1
249900,1,Ilidza,119,6,0,4,1
256000,1,Novi Grad,104,6,0,4,1
275000,0,Novo Sarajevo,250,6,0,5,1
362000,1,Ilidza,151,6,0,5,1
105000,0,Novi Grad,48,6,0,1.5,2
115000,0,Novo Sarajevo,50,6,0,2,2
139500,0,Novo Sarajevo,54,6,0,2,2
139950,0,Novo Sarajevo,51,6,0,2,2
139950,0,Novo Sarajevo,51,6,0,2,2
139950,0,Novo Sarajevo,54,6,0,2,2
139950,0,Novo Sarajevo,54,6,0,2,2
170000,0,Novo Sarajevo,71,6,0,3,2
174400,1,Ilidza,67,6,0,2,2
195000,0,Novi Grad,120,6,0,5,2
111004,1,Ilidza,52,6,0,2,3
116167,1,Ilidza,57,6,0,2,3
134200,0,Ilidza,57,6,0,2,3
92000,0,Vogosca,70,6,0,2,4
89500,0,Novi Grad,51,7,0,2,1
95000,0,Novi Grad,53,7,0,2,1
119000,0,Novi Grad,78,7,0,3,1
119500,0,Novi Grad,78,7,0,4,1
119500,0,Novo Sarajevo,78,7,0,1.5,1
125000,0,Novo Sarajevo,82,7,0,4,1
139000,0,Novo Sarajevo,56,7,0,2,1
175214,0,Novo Sarajevo,67,7,0,3,1
249600,1,Novi Grad,97,7,0,4,1
259000,0,Novi Grad,100,7,0,4,1
308000,0,Novo Sarajevo,140,7,0,4,1
97500,0,Novi Grad,45,7,0,1,2
120000,0,Novi Grad,75,7,0,4,2
129000,0,Novo Sarajevo,57,7,0,2,2
139000,0,Novo Sarajevo,70,7,0,3,2
145000,0,Novo Sarajevo,53,7,0,2,2
199000,0,Novo Sarajevo,87,7,0,4,2
108000,1,Ilidza,55,7,0,2,3
183180,0,Ilidza,142,7,0,4,3
115000,0,Opcina Centar,47,8,0,2,1
115000,0,Novo Sarajevo,54,8,0,2,2
144000,0,Novo Sarajevo,53,8,0,2,2
144500,0,Novi Grad,74,8,0,3,2
154000,0,Novo Sarajevo,54,8,0,2,2
169000,0,Novi Grad,105,8,0,4,2
169000,0,Novi Grad,105,8,0,4,2
96200,0,Ilidza,40,8,0,1,3
145418,1,Ilidza,88,8,0,3,3
179200,1,Ilidza,64,8,0,2,3
230000,0,Novi Grad,96,8,0,3,3
106000,0,Novi Grad,56,9,0,2,2
124500,0,Novi Grad,85,9,0,4,2
125000,0,Novi Grad,70,9,0,3,2
127000,0,Novi Grad,70,9,0,3,2
135000,0,Novo Sarajevo,54,9,0,2,2
135000,0,Novo Sarajevo,54,9,0,2,2
153900,0,Novi Grad,99,9,0,4,2
159000,0,Novi Grad,99,9,0,4,2
85000,0,Ilidza,38,9,0,1.5,3
180000,1,Novo Sarajevo,60,9,0,2,3
101000,0,Ilidza,53,10,0,2,2
103000,0,Novi Grad,66,10,0,3,2
103000,0,Novi Grad,66,10,0,3,2
103000,0,Novi Grad,66,10,0,3,2
105000,0,Novi Grad,66,10,0,3,2
119000,0,Ilidza,64,10,0,3,2
211000,1,Novi Grad,84,10,0,4,2
235000,1,Novo Sarajevo,64,10,0,2,2
101500,0,Ilidza,59,10,0,3,3
132000,1,Novi Grad,87,10,0,3,3
308000,1,Opcina Centar,120,11,0,4,1
94900,0,Novi Grad,58,11,0,2,2
95000,0,Novi Grad,58,11,0,2,2
99000,0,Novi Grad,58,11,0,3,2
105000,0,Novi Grad,58,11,0,2,2
145000,0,Novi Grad,86,11,0,4,2
150000,0,Opcina Centar,64,11,0,2,2
177000,1,Novo Sarajevo,56,11,0,2,2
190000,0,Novo Sarajevo,80,11,0,3,2
303500,0,Novi Grad,119,11,0,3,2
359000,1,Novi Grad,136,11,0,4,2
437000,1,Novi Grad,165,11,0,5,2
95000,0,Novi Grad,58,11,0,2,3
145000,0,Ilidza,82,11,0,4,3
402000,1,Novi Grad,156,11,0,4,3
359128,1,Novi Grad,136,12,0,4,1
72000,0,Novo Sarajevo,28,12,0,0,2
74000,0,Novo Sarajevo,29,12,0,0,2
77000,0,Novo Sarajevo,29,12,0,0,2
77800,0,Novo Sarajevo,29,12,0,0,2
78500,1,Novi Grad,37,12,0,0,2
102900,0,Ilidza,57,12,0,2,2
102900,1,Ilidza,62,12,0,2,2
103000,0,Ilidza,61,12,0,2,2
105000,0,Ilidza,57,12,0,2,2
120000,0,Ilidza,57,12,0,2,2
135000,0,Novi Grad,79,12,0,3,2
140000,0,Novi Grad,86,12,0,4,2
142000,0,Ilidza,82,12,0,4,2
145000,0,Novi Grad,77,12,0,3,2
149000,0,Novi Grad,86,12,0,4,2
155000,0,Novi Grad,85,12,0,4,2
155000,0,Novi Grad,86,12,0,4,2
240000,0,Opcina Centar,78,12,0,3,2
102900,0,Ilidza,57,12,0,2,3
102900,1,Ilidza,83,12,0,2,3
103000,0,Ilidza,57,12,0,2,3
103000,0,Ilidza,57,12,0,2,3
103000,0,Ilidza,57,12,0,2,3
108000,0,Ilidza,59,12,0,2,3
248500,1,Novi Grad,103,12,0,4,3
287000,1,Novi Grad,114,12,0,4,3
300000,0,Novi Grad,110,12,0,5,3
437000,1,Novi Grad,165,12,0,3,3
74500,0,Novo Sarajevo,29,13,0,0,2
85000,0,Novo Sarajevo,36,13,0,1,2
95000,0,Novi Grad,56,13,0,2,2
97000,0,Novi Grad,56,13,0,2,2
65000,0,Ilidza,30,13,0,0,3
84000,0,Novo Sarajevo,36,14,0,1.5,2
84000,0,Novo Sarajevo,36,14,0,1,2
220000,0,Novo Sarajevo,77,14,0,4,2
266277,1,Novi Grad,124,14,0,4,2
95000,0,Novo Sarajevo,42,15,0,1.5,2
110000,0,Novi Grad,69,15,0,3,2
116000,0,Novi Grad,64,15,0,3,2
120000,0,Novo Sarajevo,50,15,0,2,2
180000,0,Novo Sarajevo,71,15,0,3,2
117000,0,Novi Grad,70,16,0,3,2
125000,0,Novi Grad,77,16,0,3,2
125000,0,Novi Grad,77,16,0,3,2
130000,0,Novi Grad,77,16,0,3,2
103500,0,Novi Grad,69,17,0,3,2
139000,0,Novo Sarajevo,56,17,0,2,2
139000,0,Novo Sarajevo,56,17,0,2,2
139000,0,Novo Sarajevo,57,17,0,2,2
140000,0,Novo Sarajevo,54,17,0,3,2
140000,0,Novo Sarajevo,56,17,0,2,2
160000,0,Novo Sarajevo,60,17,0,3,2
106000,0,Novo Sarajevo,52,18,0,2,2
106600,0,Novo Sarajevo,52,18,0,2,2
106600,0,Novo Sarajevo,52,18,0,2,2
106600,0,Novo Sarajevo,52,18,0,1.5,2
106600,0,Novo Sarajevo,52,18,0,1.5,2
85000,0,Novo Sarajevo,38,-1,0.5,1,2
129000,0,Opcina Centar,53,-1,0.5,2,4
42000,0,Stari Grad,28,-1,0.5,0,5
95000,1,Novi Grad,40,0,0.5,0,1
98000,0,Vogosca,64,0,0.5,3,1
100000,0,Opcina Centar,35,0,0.5,1,1
110000,0,Opcina Centar,46,0,0.5,2,1
119000,0,Opcina Centar,40,0,0.5,2,1
120000,0,Stari Grad,42,0,0.5,2,1
120000,0,Stari Grad,42,0,0.5,2,1
120000,0,Stari Grad,42,0,0.5,1.5,1
120000,0,Stari Grad,42,0,0.5,1.5,1
125000,0,Novo Sarajevo,68,0,0.5,3,1
128000,0,Novi Grad,87,0,0.5,3,1
136000,0,Vogosca,77,0,0.5,3,1
145000,0,Opcina Centar,69,0,0.5,3,1
147000,0,Opcina Centar,69,0,0.5,3,1
160000,0,Novo Sarajevo,68,0,0.5,3,1
170000,0,Opcina Centar,83,0,0.5,3,1
180000,0,Opcina Centar,56,0,0.5,3,1
210000,0,Stari Grad,58,0,0.5,3,1
215000,0,Stari Grad,65,0,0.5,3,1
230000,0,Opcina Centar,70,0,0.5,2,1
265000,0,Opcina Centar,75,0,0.5,4,1
60000,0,Novi Grad,29,0,0.5,0,2
80000,0,Novi Grad,47,0,0.5,1.5,2
86000,0,Novi Grad,52,0,0.5,2,2
90000,0,Ilidza,37,0,0.5,1.5,2
105000,0,Novi Grad,70,0,0.5,3,2
105000,0,Novo Sarajevo,73,0,0.5,3,2
125000,0,Novi Grad,67,0,0.5,2,2
164000,0,Opcina Centar,73,0,0.5,3,2
189000,1,Opcina Centar,77,0,0.5,3,2
294000,0,Opcina Centar,98,0,0.5,5,2
105000,0,Novi Grad,73,0,0.5,3,3
76900,0,Opcina Centar,24,0,0.5,0,4
80000,0,Vogosca,50,0,0.5,2,4
80000,1,Vogosca,50,0,0.5,2,4
85000,0,Novi Grad,51,0,0.5,2,4
90000,0,Novo Sarajevo,50,0,0.5,2,4
170000,0,Opcina Centar,83,0,0.5,3,4
170000,0,Opcina Centar,83,0,0.5,3,4
80000,0,Stari Grad,47,1,0.5,2,1
87000,0,Ilidza,42,1,0.5,2,1
100000,0,Novo Sarajevo,82,1,0.5,4,1
103000,0,Ilidza,68,1,0.5,3,1
103000,0,Ilidza,68,1,0.5,3,1
103000,0,Ilidza,68,1,0.5,3,1
108900,0,Ilidza,66,1,0.5,3,1
110000,0,Novi Grad,78,1,0.5,3,1
114000,0,Novo Sarajevo,57,1,0.5,3,1
145000,0,Novi Grad,75,1,0.5,3,1
149900,0,Ilidza,78,1,0.5,3,1
164000,0,Ilidza,78,1,0.5,3,1
167000,0,Ilidza,78,1,0.5,3,1
167500,0,Stari Grad,67,1,0.5,3,1
179000,0,Novi Grad,91,1,0.5,4,1
180000,1,Opcina Centar,60,1,0.5,3,1
180000,0,Opcina Centar,81,1,0.5,3,1
186000,0,Opcina Centar,81,1,0.5,4,1
188000,0,Opcina Centar,81,1,0.5,3,1
225000,0,Novi Grad,115,1,0.5,3,1
275000,0,Stari Grad,75,1,0.5,3,1
291000,0,Ilidza,94,1,0.5,3,1
300000,0,Opcina Centar,101,1,0.5,3,1
300000,0,Opcina Centar,101,1,0.5,3,1
300000,0,Opcina Centar,101,1,0.5,3,1
300000,0,Opcina Centar,101,1,0.5,3,1
314000,0,Opcina Centar,106,1,0.5,4,1
320000,0,Stari Grad,130,1,0.5,5,1
330000,0,Vogosca,143,1,0.5,5,1
335000,0,Stari Grad,104,1,0.5,4,1
359999,0,Opcina Centar,183,1,0.5,5,1
370000,0,Stari Grad,80,1,0.5,3,1
395000,0,Opcina Centar,177,1,0.5,5,1
83000,0,Hadzici,56,1,0.5,2,2
86500,0,Novi Grad,46,1,0.5,1.5,2
129500,0,Novi Grad,68,1,0.5,3,2
137000,0,Ilidza,81,1,0.5,3,2
139000,0,Novo Sarajevo,55,1,0.5,2,2
140000,0,Novi Grad,80,1,0.5,4,2
152500,1,Ilidza,61,1,0.5,3,2
152500,1,Ilidza,61,1,0.5,2,2
156000,0,Novo Sarajevo,57,1,0.5,2,2
165000,1,Ilidza,66,1,0.5,2,2
187500,1,Ilidza,75,1,0.5,3,2
198000,0,Novi Grad,79,1,0.5,3,2
198000,0,Novi Grad,79,1,0.5,3,2
205000,0,Opcina Centar,58,1,0.5,2,2
273000,0,Novi Grad,123,1,0.5,4,2
116000,0,Ilidza,63,1,0.5,3,3
135000,0,Novi Grad,55,1,0.5,2,3
139000,1,Novo Sarajevo,55,1,0.5,2,3
149000,1,Novi Grad,53,1,0.5,3,3
198000,0,Novi Grad,79,1,0.5,3,3
76000,0,Novi Grad,31,1,0.5,1,4
95000,0,Opcina Centar,45,1,0.5,2,4
96000,0,Opcina Centar,32,1,0.5,1,4
106000,0,Ilidza,51,1,0.5,2,4
106200,0,Novi Grad,59,1,0.5,2,4
124000,0,Novi Grad,71,1,0.5,3,4
130000,0,Opcina Centar,53,1,0.5,2,4
250000,0,Opcina Centar,57,1,0.5,2,4
250000,0,Opcina Centar,67,1,0.5,2,4
320000,0,Opcina Centar,86,1,0.5,3,4
117000,0,Novo Sarajevo,52,1,0.5,2,5
157000,0,Opcina Centar,76,1,0.5,3,5
500000,0,Stari Grad,98,1,0.5,4,5
84900,1,Vogosca,42,2,0.5,2,1
90000,0,Ilidza,47,2,0.5,2,1
99950,0,Ilidza,43,2,0.5,2,1
100000,0,Stari Grad,41,2,0.5,2,1
103000,0,Novi Grad,60,2,0.5,2,1
104000,0,Novi Grad,61,2,0.5,3,1
108000,0,Ilidza,62,2,0.5,3,1
115000,0,Opcina Centar,47,2,0.5,2,1
135000,0,Novo Sarajevo,52,2,0.5,3,1
145000,0,Novi Grad,53,2,0.5,3,1
145000,0,Ilidza,72,2,0.5,3,1
159500,0,Opcina Centar,83,2,0.5,3,1
164650,0,Ilidza,89,2,0.5,3,1
165000,0,Novi Grad,59,2,0.5,2,1
165000,0,Novi Grad,71.5,2,0.5,2,1
165735,1,Trnovo,59,2,0.5,2,1
170000,0,Novi Grad,100,2,0.5,4,1
178000,0,Opcina Centar,50,2,0.5,2,1
200000,0,Stari Grad,93,2,0.5,3,1
228000,0,Stari Grad,90,2,0.5,3,1
260000,0,Stari Grad,72,2,0.5,3,1
298000,0,Opcina Centar,95,2,0.5,3,1
300000,0,Opcina Centar,92,2,0.5,3,1
300000,0,Opcina Centar,96,2,0.5,3,1
390000,1,Opcina Centar,123,2,0.5,4,1
450000,0,Opcina Centar,120,2,0.5,4,1
480000,0,Opcina Centar,120,2,0.5,4,1
85000,0,Ilidza,50,2,0.5,2,2
91000,0,Novi Grad,54,2,0.5,2,2
110000,0,Novi Grad,60,2,0.5,2,2
144000,0,Novi Grad,86,2,0.5,4,2
194000,0,Novi Grad,87,2,0.5,3,2
198000,0,Novi Grad,88,2,0.5,3,2
198000,0,Novi Grad,88,2,0.5,3,2
250000,0,Opcina Centar,83,2,0.5,4,2
300000,0,Opcina Centar,186,2,0.5,5,2
96000,0,Vogosca,54,2,0.5,2,4
96000,0,Vogosca,54,2,0.5,2,4
245000,0,Opcina Centar,112,2,0.5,4,4
249600,0,Opcina Centar,96,2,0.5,3,4
310000,0,Opcina Centar,100,2,0.5,3,4
85000,0,Novi Grad,77,3,0.5,2,1
94000,0,Novi Grad,63,3,0.5,3,1
100000,0,Ilidza,66,3,0.5,2,1
107000,0,Ilidza,68,3,0.5,3,1
121000,0,Vogosca,102,3,0.5,4,1
129000,0,Ilidza,63,3,0.5,3,1
135000,0,Vogosca,130,3,0.5,5,1
135000,0,Novo Sarajevo,52,3,0.5,2,1
137000,0,Vogosca,76,3,0.5,3,1
140000,0,Vogosca,76,3,0.5,3,1
150000,0,Novi Grad,90,3,0.5,4,1
180000,0,Stari Grad,61,3,0.5,3,1
180000,0,Novo Sarajevo,74,3,0.5,2,1
199000,0,Novo Sarajevo,93,3,0.5,3,1
199999,0,Novi Grad,103,3,0.5,3,1
215000,0,Opcina Centar,62,3,0.5,4,1
219000,0,Opcina Centar,73,3,0.5,3,1
225000,0,Opcina Centar,79,3,0.5,3,1
230000,0,Novo Sarajevo,90,3,0.5,4,1
230000,0,Novo Sarajevo,90,3,0.5,4,1
230000,0,Novo Sarajevo,93,3,0.5,4,1
280000,0,Opcina Centar,98,3,0.5,3,1
280000,0,Opcina Centar,107,3,0.5,3,1
287000,0,Opcina Centar,118,3,0.5,3,1
300000,0,Opcina Centar,142,3,0.5,4,1
2495000,0,Opcina Centar,650,3,0.5,4,1
52000,0,Novi Grad,29,3,0.5,0,2
62000,0,Novi Grad,29,3,0.5,0,2
104000,1,Ilidza,59,3,0.5,2,2
110000,0,Novi Grad,60,3,0.5,3,2
112000,0,Novi Grad,54,3,0.5,2,2
153000,0,Ilidza,84,3,0.5,3,2
165000,0,Ilidza,85,3,0.5,3,2
180000,1,Novi Grad,74,3,0.5,3,2
185000,0,Novo Sarajevo,61,3,0.5,2,2
190000,0,Opcina Centar,85,3,0.5,3,2
235000,0,Opcina Centar,97,3,0.5,4,2
371000,0,Opcina Centar,96,3,0.5,4,2
410000,0,Opcina Centar,120,3,0.5,4,2
79500,0,Novi Grad,40,3,0.5,1,3
85000,0,Novi Grad,37,3,0.5,1,3
89000,0,Novi Grad,37,3,0.5,1,3
139900,0,Ilidza,76,3,0.5,3,3
158000,0,Ilidza,84,3,0.5,3,3
106000,0,Opcina Centar,40,3,0.5,2,4
121000,0,Novo Sarajevo,56,3,0.5,2,4
123000,0,Opcina Centar,60,3,0.5,2,4
144000,0,Ilidza,81,3,0.5,3,4
155000,0,Opcina Centar,55,3,0.5,2,4
156000,0,Vogosca,80,3,0.5,3,4
159000,0,Opcina Centar,43,3,0.5,2,4
110000,0,Novi Grad,60,3,0.5,2,5
94990,0,Ilidza,58,4,0.5,3,1
95000,0,Ilidza,82,4,0.5,3,1
95500,0,Ilidza,82,4,0.5,3,1
110000,0,Ilidza,76,4,0.5,3,1
110000,0,Ilidza,48,4,0.5,2,1
110000,0,Novo Sarajevo,56,4,0.5,2,1
110000,0,Ilidza,58,4,0.5,2,1
115000,0,Ilidza,58,4,0.5,2,1
115000,0,Ilidza,58,4,0.5,2,1
119000,0,Ilidza,49,4,0.5,2,1
120000,0,Ilidza,85,4,0.5,3,1
125000,0,Stari Grad,49,4,0.5,2,1
147900,0,Ilidza,87,4,0.5,3,1
149999,0,Opcina Centar,63,4,0.5,3,1
170000,0,Opcina Centar,56,4,0.5,2,1
180000,0,Novo Sarajevo,74,4,0.5,3,1
185000,0,Opcina Centar,80,4,0.5,3,1
200000,0,Stari Grad,66,4,0.5,3,1
220000,0,Opcina Centar,81,4,0.5,3,1
230000,0,Novo Sarajevo,90,4,0.5,4,1
230000,1,Ilidza,102,4,0.5,4,1
230000,1,Ilidza,102,4,0.5,3,1
235000,0,Stari Grad,72,4,0.5,4,1
235000,0,Stari Grad,72,4,0.5,4,1
237600,0,Opcina Centar,72,4,0.5,2,1
240000,0,Opcina Centar,72,4,0.5,3,1
295000,0,Opcina Centar,92,4,0.5,4,1
93000,0,Ilidza,54,4,0.5,2,2
97000,0,Novi Grad,47,4,0.5,1.5,2
105000,0,Novi Grad,69,4,0.5,3,2
105000,0,Novi Grad,69,4,0.5,3,2
115500,0,Novi Grad,53,4,0.5,2,2
115500,0,Novi Grad,53,4,0.5,2,2
119500,0,Ilidza,71,4,0.5,3,2
128000,0,Novi Grad,54,4,0.5,2,2
128500,0,Novi Grad,54,4,0.5,2,2
128500,0,Novo Sarajevo,54,4,0.5,2,2
128500,0,Novi Grad,54,4,0.5,2,2
135000,0,Novo Sarajevo,58,4,0.5,2,2
138000,0,Novi Grad,70,4,0.5,3,2
149000,0,Novo Sarajevo,52,4,0.5,2,2
150000,0,Novi Grad,81,4,0.5,4,2
151000,0,Novi Grad,74,4,0.5,3,2
152500,0,Novi Grad,78,4,0.5,4,2
155500,0,Novi Grad,81,4,0.5,4,2
165000,0,Novo Sarajevo,71,4,0.5,3,2
167000,0,Novo Sarajevo,71,4,0.5,3,2
179000,0,Novo Sarajevo,81,4,0.5,4,2
206000,0,Novo Sarajevo,72,4,0.5,3,2
229000,0,Novo Sarajevo,98,4,0.5,4,2
384000,0,Opcina Centar,128,4,0.5,4,2
389000,0,Opcina Centar,154,4,0.5,5,2
389000,0,Opcina Centar,154,4,0.5,5,2
65000,0,Ilidza,26,4,0.5,0,3
82000,0,Ilidza,41,4,0.5,1.5,3
155000,0,Novi Grad,82,4,0.5,4,3
167000,0,Novo Sarajevo,71,4,0.5,3,3
439000,0,Opcina Centar,125,4,0.5,5,3
118000,0,Ilidza,62,4,0.5,3,4
169000,0,Novo Sarajevo,62,4,0.5,3,4
380000,0,Opcina Centar,120,4,0.5,4,4
130000,0,Vogosca,62,4,0.5,2,5
270000,0,Opcina Centar,100,4,0.5,3,5
79900,0,Opcina Centar,38,5,0.5,1,1
79900,0,Opcina Centar,38,5,0.5,1,1
119000,0,Novi Grad,64,5,0.5,2,1
143000,0,Ilidza,78,5,0.5,4,1
144300,0,Ilidza,78,5,0.5,4,1
150000,0,Novo Sarajevo,96,5,0.5,5,1
155000,0,Opcina Centar,55,5,0.5,2,1
180000,0,Ilidza,71,5,0.5,3,1
234600,0,Stari Grad,69,5,0.5,3,1
250000,0,Stari Grad,104,5,0.5,4,1
268800,0,Stari Grad,84,5,0.5,3,1
270000,0,Opcina Centar,142,5,0.5,4,1
279000,0,Opcina Centar,112,5,0.5,4,1
295000,0,Novi Grad,138,5,0.5,5,1
